timestamp,content,status,eventType,loglevel,k8s.namespace.name,dt.entity.cloud_application_namespace,dt.entity.cloud_application_instance,dt.kubernetes.event.reason,dt.events.root_cause_relevant,k8s.pod.uid,dt.kubernetes.workload.kind,log.source,dt.event.group_label,dt.source_entity,dt.kubernetes.cluster.name,dt.kubernetes.workload.name,k8s.pod.name,dt.kubernetes.event.involved_object.name,dt.entity.kubernetes_cluster,dt.entity.cloud_application,dt.kubernetes.event.involved_object.kind,dt.entity.kubernetes_node,dt.kubernetes.node.name,dt.kubernetes.node.system_uuid,dt.entity.process_group,process.technology,dt.process.name,dt.entity.process_group_instance,dt.host_group.id,host.name,dt.entity.host,k8s.replicaset.name,k8s.replicaset.uid
1/26/2023 10:11,Back-off restarting failed container,WARN,K8S,WARN,iaa-gtwy,CLOUD_APPLICATION_NAMESPACE-CADF8A2B03C6E262,CLOUD_APPLICATION_INSTANCE-7F75D72161914494,BackOff,TRUE,331acdcf-22a2-4d78-8a8d-57c31d14d39f,Deployment,dcos-prod-phx-dcx,BackOff,CLOUD_APPLICATION_INSTANCE-7F75D72161914494,dcos-prod-phx-dcx,iaa-api-gateway,iaa-api-gateway-6986f8d5d-qbfbz,iaa-api-gateway-6986f8d5d-qbfbz,KUBERNETES_CLUSTER-4D6005F0F8680CD3,CLOUD_APPLICATION-778F66E10724A4DB,Pod,,,,,,,,,,,,
1/26/2023 10:11,Back-off restarting failed container,WARN,K8S,WARN,iaa-gtwy,CLOUD_APPLICATION_NAMESPACE-CADF8A2B03C6E262,CLOUD_APPLICATION_INSTANCE-8F46042432311FD3,BackOff,TRUE,b00c0641-2306-4ad8-ae36-9ee1887e7eb8,Deployment,dcos-prod-phx-dcx,BackOff,CLOUD_APPLICATION_INSTANCE-8F46042432311FD3,dcos-prod-phx-dcx,iaa-api-gateway,iaa-api-gateway-6986f8d5d-p2lzq,iaa-api-gateway-6986f8d5d-p2lzq,KUBERNETES_CLUSTER-4D6005F0F8680CD3,CLOUD_APPLICATION-778F66E10724A4DB,Pod,KUBERNETES_NODE-35F0A83F43423BAA,kube-node-38-kubelet.dcos-prod-phx-dcx.mesos,4221E7C1-0DB3-ADF3-B3F8-C7033BB2574B,,,,,,,,,
1/26/2023 10:11,"####<Jan 26, 2023 10:10:01 AM CST> <Error> <Security> <tlpjwebb-3.edj.ad.edwardjones.com> <m3accountAccessWebB> <[ACTIVE] ExecuteThread: '179' for queue: 'weblogic.kernel.Default (self-tuning)'> <<WLS Kernel>> <> <607c39bc-b112-43e4-aa16-4398a1a06290-000074a1> <1674749401664> <[severity-value: 8] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-090058> <A Security Provider Exception occurred in a non-default AuditProvider com.bea.common.security.internal.legacy.helper.AuditChannelConfigHelper_AccountAccessRealm_AAAuditor> ",ERROR,LOG,ERROR,,,,,,,,/opt/bea/domains/accountAccessWebB-phx/servers/m3accountAccessWebB/logs/server.log,,PROCESS_GROUP_INSTANCE-B91A90597409B6AA,,,,,,,,,,,PROCESS_GROUP-022E0D69D45236CD,"Java, Oracle WebLogic",WebLogic accountAccessWebB-phx accountAccessWebBCluster PHX_PROD_wlsjwebb,PROCESS_GROUP_INSTANCE-B91A90597409B6AA,PHX_PROD_wlsjwebb,tlpjwebb-3.edj.ad.edwardjones.com PHX_PROD_wlsjwebb,HOST-87E8997987AD1423,,
1/26/2023 10:11,"####<Jan 26, 2023 10:10:30 AM CST> <Error> <Cluster> <nlpaweb-86.edj.ad.edwardjones.com> <m86accountWeb2> <[ACTIVE] ExecuteThread: '185' for queue: 'weblogic.kernel.Default (self-tuning)'> <0131775> <> <49c92bdd-78ca-4e28-9dd4-3e502ff1ca97-0000035c> <1674749430399> <[severity-value: 8] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-003144> <All session objects should be serializable to replicate. Check the objects in the session. Failed to replicate a non-serializable object in context /GNACustAcct30-web.",ERROR,LOG,ERROR,,,,,,,,/opt/bea/domains/accountWeb2-stl/servers/m86accountWeb2/logs/server.log,,PROCESS_GROUP_INSTANCE-E2548C98A23F7B71,,,,,,,,,,,PROCESS_GROUP-BD921A995D0CBBE0,"Java, Oracle WebLogic",WebLogic accountWeb2-stl accountWeb2Cluster STL_PROD_wls80,PROCESS_GROUP_INSTANCE-E2548C98A23F7B71,STL_PROD_wls80,nlpaweb-86.edj.ad.edwardjones.com STL_PROD_wls80,HOST-F83B5D46491E38F7,,
1/26/2023 10:11,"####<Jan 26, 2023 10:10:23 AM CST> <Error> <Cluster> <nlpaweb-86.edj.ad.edwardjones.com> <m86accountWeb2> <[ACTIVE] ExecuteThread: '193' for queue: 'weblogic.kernel.Default (self-tuning)'> <0154031> <> <49c92bdd-78ca-4e28-9dd4-3e502ff1ca97-0000035a> <1674749423754> <[severity-value: 8] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-003144> <All session objects should be serializable to replicate. Check the objects in the session. Failed to replicate a non-serializable object in context /GNACustAcct30-web.",ERROR,LOG,ERROR,,,,,,,,/opt/bea/domains/accountWeb2-stl/servers/m86accountWeb2/logs/server.log,,PROCESS_GROUP_INSTANCE-E2548C98A23F7B71,,,,,,,,,,,PROCESS_GROUP-BD921A995D0CBBE0,"Java, Oracle WebLogic",WebLogic accountWeb2-stl accountWeb2Cluster STL_PROD_wls80,PROCESS_GROUP_INSTANCE-E2548C98A23F7B71,STL_PROD_wls80,nlpaweb-86.edj.ad.edwardjones.com STL_PROD_wls80,HOST-F83B5D46491E38F7,,
1/26/2023 10:11,"####<Jan 26, 2023 10:10:22 AM CST> <Error> <Cluster> <nlpaweb-86.edj.ad.edwardjones.com> <m86accountWeb2> <[ACTIVE] ExecuteThread: '185' for queue: 'weblogic.kernel.Default (self-tuning)'> <0131775> <> <49c92bdd-78ca-4e28-9dd4-3e502ff1ca97-00000359> <1674749422949> <[severity-value: 8] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-003144> <All session objects should be serializable to replicate. Check the objects in the session. Failed to replicate a non-serializable object in context /GNACustAcct30-web.",ERROR,LOG,ERROR,,,,,,,,/opt/bea/domains/accountWeb2-stl/servers/m86accountWeb2/logs/server.log,,PROCESS_GROUP_INSTANCE-E2548C98A23F7B71,,,,,,,,,,,PROCESS_GROUP-BD921A995D0CBBE0,"Java, Oracle WebLogic",WebLogic accountWeb2-stl accountWeb2Cluster STL_PROD_wls80,PROCESS_GROUP_INSTANCE-E2548C98A23F7B71,STL_PROD_wls80,nlpaweb-86.edj.ad.edwardjones.com STL_PROD_wls80,HOST-F83B5D46491E38F7,,
1/26/2023 10:11,"####<Jan 26, 2023 10:10:01 AM CST> <Error> <Cluster> <nlpaweb-86.edj.ad.edwardjones.com> <m86accountWeb2> <[ACTIVE] ExecuteThread: '17' for queue: 'weblogic.kernel.Default (self-tuning)'> <0207529> <> <49c92bdd-78ca-4e28-9dd4-3e502ff1ca97-00000356> <1674749401345> <[severity-value: 8] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-003144> <All session objects should be serializable to replicate. Check the objects in the session. Failed to replicate a non-serializable object in context /GNACustAcct30-web.",ERROR,LOG,ERROR,,,,,,,,/opt/bea/domains/accountWeb2-stl/servers/m86accountWeb2/logs/server.log,,PROCESS_GROUP_INSTANCE-E2548C98A23F7B71,,,,,,,,,,,PROCESS_GROUP-BD921A995D0CBBE0,"Java, Oracle WebLogic",WebLogic accountWeb2-stl accountWeb2Cluster STL_PROD_wls80,PROCESS_GROUP_INSTANCE-E2548C98A23F7B71,STL_PROD_wls80,nlpaweb-86.edj.ad.edwardjones.com STL_PROD_wls80,HOST-F83B5D46491E38F7,,
1/26/2023 10:11,"####<Jan 26, 2023 10:09:51 AM CST> <Error> <Cluster> <nlpaweb-86.edj.ad.edwardjones.com> <m86accountWeb2> <[ACTIVE] ExecuteThread: '193' for queue: 'weblogic.kernel.Default (self-tuning)'> <0154031> <> <49c92bdd-78ca-4e28-9dd4-3e502ff1ca97-00000355> <1674749391455> <[severity-value: 8] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-003144> <All session objects should be serializable to replicate. Check the objects in the session. Failed to replicate a non-serializable object in context /GNACustAcct30-web.",ERROR,LOG,ERROR,,,,,,,,/opt/bea/domains/accountWeb2-stl/servers/m86accountWeb2/logs/server.log,,PROCESS_GROUP_INSTANCE-E2548C98A23F7B71,,,,,,,,,,,PROCESS_GROUP-BD921A995D0CBBE0,"Java, Oracle WebLogic",WebLogic accountWeb2-stl accountWeb2Cluster STL_PROD_wls80,PROCESS_GROUP_INSTANCE-E2548C98A23F7B71,STL_PROD_wls80,nlpaweb-86.edj.ad.edwardjones.com STL_PROD_wls80,HOST-F83B5D46491E38F7,,
1/26/2023 10:11,"####<Jan 26, 2023 10:09:38 AM CST> <Error> <Cluster> <nlpaweb-86.edj.ad.edwardjones.com> <m86accountWeb2> <[ACTIVE] ExecuteThread: '17' for queue: 'weblogic.kernel.Default (self-tuning)'> <0099109> <> <49c92bdd-78ca-4e28-9dd4-3e502ff1ca97-00000352> <1674749378284> <[severity-value: 8] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-003144> <All session objects should be serializable to replicate. Check the objects in the session. Failed to replicate a non-serializable object in context /GNACustAcct30-web.",ERROR,LOG,ERROR,,,,,,,,/opt/bea/domains/accountWeb2-stl/servers/m86accountWeb2/logs/server.log,,PROCESS_GROUP_INSTANCE-E2548C98A23F7B71,,,,,,,,,,,PROCESS_GROUP-BD921A995D0CBBE0,"Java, Oracle WebLogic",WebLogic accountWeb2-stl accountWeb2Cluster STL_PROD_wls80,PROCESS_GROUP_INSTANCE-E2548C98A23F7B71,STL_PROD_wls80,nlpaweb-86.edj.ad.edwardjones.com STL_PROD_wls80,HOST-F83B5D46491E38F7,,
1/26/2023 10:11,"com.edwardjones.framework.content.exception.ContentFrameworkSystemException: Unexpected error occurred when attempting to check in content item.
	at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method)
	at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)
	at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45)
	at java.lang.reflect.Constructor.newInstance(Constructor.java:423)
	at com.edwardjones.framework.aspect.ServiceExceptionHandlingAdvice.getNewThrowable(ServiceExceptionHandlingAdvice.java:182)
	at com.edwardjones.framework.aspect.ServiceExceptionHandlingAdvice.invoke(ServiceExceptionHandlingAdvice.java:80)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:172)
	at org.springframework.aop.framework.adapter.ThrowsAdviceInterceptor.invoke(ThrowsAdviceInterceptor.java:124)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:172)
	at com.edwardjones.framework.aspect.EnterExitAdvice.invoke(EnterExitAdvice.java:65)
	Truncated. see log file for complete stacktrace",ERROR,LOG,ERROR,,,,,,,,/opt/bea/domains/contentFwkSvcA-stl/servers/m86contentFwkSvcA/logs/server.log,,PROCESS_GROUP_INSTANCE-79D3C7F887E9590C,,,,,,,,,,,PROCESS_GROUP-104BBDD938B91251,"Java, Oracle WebLogic",WebLogic contentFwkSvcA-stl contentFwkSvcACluster STL_PROD_wls80,PROCESS_GROUP_INSTANCE-79D3C7F887E9590C,STL_PROD_wls80,nlpaweb-86.edj.ad.edwardjones.com STL_PROD_wls80,HOST-F83B5D46491E38F7,,
1/26/2023 10:11,"com.edwardjones.framework.content.exception.ContentFrameworkSystemException: Unexpected error occurred when attempting to check in content item.
	at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method)
	at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)
	at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45)
	at java.lang.reflect.Constructor.newInstance(Constructor.java:423)
	at com.edwardjones.framework.aspect.ServiceExceptionHandlingAdvice.getNewThrowable(ServiceExceptionHandlingAdvice.java:182)
	at com.edwardjones.framework.aspect.ServiceExceptionHandlingAdvice.invoke(ServiceExceptionHandlingAdvice.java:80)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:172)
	at org.springframework.aop.framework.adapter.ThrowsAdviceInterceptor.invoke(ThrowsAdviceInterceptor.java:124)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:172)
	at com.edwardjones.framework.aspect.EnterExitAdvice.invoke(EnterExitAdvice.java:65)
	Truncated. see log file for complete stacktrace",ERROR,LOG,ERROR,,,,,,,,/opt/bea/domains/contentFwkSvcA-stl/servers/m86contentFwkSvcA/logs/server.log,,PROCESS_GROUP_INSTANCE-79D3C7F887E9590C,,,,,,,,,,,PROCESS_GROUP-104BBDD938B91251,"Java, Oracle WebLogic",WebLogic contentFwkSvcA-stl contentFwkSvcACluster STL_PROD_wls80,PROCESS_GROUP_INSTANCE-79D3C7F887E9590C,STL_PROD_wls80,nlpaweb-86.edj.ad.edwardjones.com STL_PROD_wls80,HOST-F83B5D46491E38F7,,
1/26/2023 10:11,"com.edwardjones.framework.content.exception.ContentFrameworkSystemException: Unexpected error occurred when attempting to check in content item.
	at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method)
	at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)
	at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45)
	at java.lang.reflect.Constructor.newInstance(Constructor.java:423)
	at com.edwardjones.framework.aspect.ServiceExceptionHandlingAdvice.getNewThrowable(ServiceExceptionHandlingAdvice.java:182)
	at com.edwardjones.framework.aspect.ServiceExceptionHandlingAdvice.invoke(ServiceExceptionHandlingAdvice.java:80)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:172)
	at org.springframework.aop.framework.adapter.ThrowsAdviceInterceptor.invoke(ThrowsAdviceInterceptor.java:124)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:172)
	at com.edwardjones.framework.aspect.EnterExitAdvice.invoke(EnterExitAdvice.java:65)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:172)
	at org.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:204)
	at com.sun.proxy.$Proxy971.updateContent(Unknown Source)
	at sun.reflect.GeneratedMethodAccessor3032.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at com.edwardjones.framework.business.services.proxy.RemotableServiceDynamicProxy.invoke(RemotableServiceDynamicProxy.java:140)
	at com.sun.proxy.$Proxy982.updateContent(Unknown Source)
	at com.edwardjones.framework.content.services.update.synchronous.remote.ejb.SynchronousUpdateContentServiceMessageBean.onMessage(SynchronousUpdateContentServiceMessageBean.java:102)
	at weblogic.ejb.container.internal.MDListener.execute(MDListener.java:438)
	at weblogic.ejb.container.internal.MDListener.transactionalOnMessage(MDListener.java:361)
	at weblogic.ejb.container.internal.MDListener.onMessage(MDListener.java:297)
	at weblogic.jms.client.JMSSession.onMessage(JMSSession.java:5107)
	at weblogic.jms.client.JMSSession.execute(JMSSession.java:4778)
	at weblogic.jms.client.JMSSession.executeMessage(JMSSession.java:4173)
	at weblogic.jms.client.JMSSession.access$000(JMSSession.java:127)
	at weblogic.jms.client.JMSSession$UseForRunnable.run(JMSSession.java:5632)
	at weblogic.work.SelfTuningWorkManagerImpl$WorkAdapterImpl.run(SelfTuningWorkManagerImpl.java:681)
	at weblogic.invocation.ComponentInvocationContextManager._runAs(ComponentInvocationContextManager.java:352)
	at weblogic.invocation.ComponentInvocationContextManager.runAs(ComponentInvocationContextManager.java:337)
	at weblogic.work.LivePartitionUtility.doRunWorkUnderContext(LivePartitionUtility.java:57)
	at weblogic.work.PartitionUtility.runWorkUnderContext(PartitionUtility.java:41)
	at weblogic.work.SelfTuningWorkManagerImpl.runWorkUnderContext(SelfTuningWorkManagerImpl.java:655)
	at weblogic.work.ExecuteThread.execute(ExecuteThread.java:420)
	at weblogic.work.ExecuteThread.run(ExecuteThread.java:360)",ERROR,LOG,ERROR,,,,,,,,/opt/bea/domains/contentFwkSvcA-stl/servers/m86contentFwkSvcA/logs/server.log,,PROCESS_GROUP_INSTANCE-79D3C7F887E9590C,,,,,,,,,,,PROCESS_GROUP-104BBDD938B91251,"Java, Oracle WebLogic",WebLogic contentFwkSvcA-stl contentFwkSvcACluster STL_PROD_wls80,PROCESS_GROUP_INSTANCE-79D3C7F887E9590C,STL_PROD_wls80,nlpaweb-86.edj.ad.edwardjones.com STL_PROD_wls80,HOST-F83B5D46491E38F7,,
1/26/2023 10:11,com.edwardjones.framework.content.exception.ContentFrameworkSystemException: Unexpected error occurred when attempting to check in content item..,ERROR,LOG,ERROR,,,,,,,,/opt/bea/domains/contentFwkSvcA-stl/servers/m86contentFwkSvcA/logs/server.log,,PROCESS_GROUP_INSTANCE-79D3C7F887E9590C,,,,,,,,,,,PROCESS_GROUP-104BBDD938B91251,"Java, Oracle WebLogic",WebLogic contentFwkSvcA-stl contentFwkSvcACluster STL_PROD_wls80,PROCESS_GROUP_INSTANCE-79D3C7F887E9590C,STL_PROD_wls80,nlpaweb-86.edj.ad.edwardjones.com STL_PROD_wls80,HOST-F83B5D46491E38F7,,
